representation,model,iso3,column,group,value
per_capita,M0star,ESP,spatial_block=Oceania,geography,0.0
per_capita,M0star,SWE,spatial_block=Oceania,geography,0.0
per_capita,M0star,CHE,spatial_block=Oceania,geography,0.0
per_capita,M0star,UKR,spatial_block=Oceania,geography,0.0
per_capita,M0star,GBR,spatial_block=Oceania,geography,0.0
per_capita,M0star,BHS,spatial_block=Oceania,geography,0.0
per_capita,M0star,CAN,spatial_block=Oceania,geography,0.0
per_capita,M0star,CRI,spatial_block=Oceania,geography,0.0
per_capita,M0star,CUB,spatial_block=Oceania,geography,0.0
per_capita,M0star,DOM,spatial_block=Oceania,geography,0.0
per_capita,M0star,SLV,spatial_block=Oceania,geography,0.0
per_capita,M0star,GTM,spatial_block=Oceania,geography,0.0
per_capita,M0star,HTI,spatial_block=Oceania,geography,0.0
per_capita,M0star,HND,spatial_block=Oceania,geography,0.0
per_capita,M0star,JAM,spatial_block=Oceania,geography,0.0
per_capita,M0star,MEX,spatial_block=Oceania,geography,0.0
per_capita,M0star,NIC,spatial_block=Oceania,geography,0.0
per_capita,M0star,PAN,spatial_block=Oceania,geography,0.0
per_capita,M0star,USA,spatial_block=Oceania,geography,0.0
per_capita,M0star,AUS,spatial_block=Oceania,geography,1.0
per_capita,M0star,NZL,spatial_block=Oceania,geography,1.0
per_capita,M0star,PNG,spatial_block=Oceania,geography,1.0
per_capita,M0star,ARG,spatial_block=Oceania,geography,0.0
per_capita,M0star,BOL,spatial_block=Oceania,geography,0.0
per_capita,M0star,BRA,spatial_block=Oceania,geography,0.0
per_capita,M0star,CHL,spatial_block=Oceania,geography,0.0
per_capita,M0star,COL,spatial_block=Oceania,geography,0.0
per_capita,M0star,ECU,spatial_block=Oceania,geography,0.0
per_capita,M0star,PRY,spatial_block=Oceania,geography,0.0
per_capita,M0star,PER,spatial_block=Oceania,geography,0.0
per_capita,M0star,SUR,spatial_block=Oceania,geography,0.0
per_capita,M0star,URY,spatial_block=Oceania,geography,0.0
per_capita,M0star,VEN,spatial_block=Oceania,geography,0.0
per_capita,M0star,DZA,spatial_block=South America,geography,0.0
per_capita,M0star,AGO,spatial_block=South America,geography,0.0
per_capita,M0star,BEN,spatial_block=South America,geography,0.0
per_capita,M0star,BWA,spatial_block=South America,geography,0.0
per_capita,M0star,BFA,spatial_block=South America,geography,0.0
per_capita,M0star,BDI,spatial_block=South America,geography,0.0
per_capita,M0star,CMR,spatial_block=South America,geography,0.0
per_capita,M0star,CAF,spatial_block=South America,geography,0.0
per_capita,M0star,TCD,spatial_block=South America,geography,0.0
per_capita,M0star,COG,spatial_block=South America,geography,0.0
per_capita,M0star,COD,spatial_block=South America,geography,0.0
per_capita,M0star,CIV,spatial_block=South America,geography,0.0
per_capita,M0star,DJI,spatial_block=South America,geography,0.0
per_capita,M0star,EGY,spatial_block=South America,geography,0.0
per_capita,M0star,GNQ,spatial_block=South America,geography,0.0
per_capita,M0star,ERI,spatial_block=South America,geography,0.0
per_capita,M0star,ETH,spatial_block=South America,geography,0.0
per_capita,M0star,GAB,spatial_block=South America,geography,0.0
per_capita,M0star,GHA,spatial_block=South America,geography,0.0
per_capita,M0star,GIN,spatial_block=South America,geography,0.0
per_capita,M0star,GNB,spatial_block=South America,geography,0.0
per_capita,M0star,KEN,spatial_block=South America,geography,0.0
per_capita,M0star,LSO,spatial_block=South America,geography,0.0
per_capita,M0star,LBR,spatial_block=South America,geography,0.0
per_capita,M0star,LBY,spatial_block=South America,geography,0.0
per_capita,M0star,MDG,spatial_block=South America,geography,0.0
per_capita,M0star,MWI,spatial_block=South America,geography,0.0
per_capita,M0star,MLI,spatial_block=South America,geography,0.0
per_capita,M0star,MRT,spatial_block=South America,geography,0.0
per_capita,M0star,MAR,spatial_block=South America,geography,0.0
per_capita,M0star,MOZ,spatial_block=South America,geography,0.0
per_capita,M0star,NAM,spatial_block=South America,geography,0.0
per_capita,M0star,NER,spatial_block=South America,geography,0.0
per_capita,M0star,NGA,spatial_block=South America,geography,0.0
per_capita,M0star,RWA,spatial_block=South America,geography,0.0
per_capita,M0star,SEN,spatial_block=South America,geography,0.0
per_capita,M0star,SLE,spatial_block=South America,geography,0.0
per_capita,M0star,SOM,spatial_block=South America,geography,0.0
per_capita,M0star,ZAF,spatial_block=South America,geography,0.0
per_capita,M0star,SDN,spatial_block=South America,geography,0.0
per_capita,M0star,SWZ,spatial_block=South America,geography,0.0
per_capita,M0star,TZA,spatial_block=South America,geography,0.0
per_capita,M0star,TGO,spatial_block=South America,geography,0.0
per_capita,M0star,TUN,spatial_block=South America,geography,0.0
per_capita,M0star,UGA,spatial_block=South America,geography,0.0
per_capita,M0star,ZMB,spatial_block=South America,geography,0.0
per_capita,M0star,ZWE,spatial_block=South America,geography,0.0
per_capita,M0star,AFG,spatial_block=South America,geography,0.0
per_capita,M0star,ARM,spatial_block=South America,geography,0.0
per_capita,M0star,AZE,spatial_block=South America,geography,0.0
per_capita,M0star,BGD,spatial_block=South America,geography,0.0
per_capita,M0star,MMR,spatial_block=South America,geography,0.0
per_capita,M0star,KHM,spatial_block=South America,geography,0.0
per_capita,M0star,CHN,spatial_block=South America,geography,0.0
per_capita,M0star,GEO,spatial_block=South America,geography,0.0
per_capita,M0star,IND,spatial_block=South America,geography,0.0
per_capita,M0star,IDN,spatial_block=South America,geography,0.0
per_capita,M0star,IRN,spatial_block=South America,geography,0.0
per_capita,M0star,IRQ,spatial_block=South America,geography,0.0
per_capita,M0star,ISR,spatial_block=South America,geography,0.0
per_capita,M0star,JPN,spatial_block=South America,geography,0.0
per_capita,M0star,JOR,spatial_block=South America,geography,0.0
per_capita,M0star,KAZ,spatial_block=South America,geography,0.0
per_capita,M0star,LAO,spatial_block=South America,geography,0.0
per_capita,M0star,LBN,spatial_block=South America,geography,0.0
per_capita,M0star,MYS,spatial_block=South America,geography,0.0
per_capita,M0star,MNG,spatial_block=South America,geography,0.0
per_capita,M0star,NPL,spatial_block=South America,geography,0.0
per_capita,M0star,OMN,spatial_block=South America,geography,0.0
per_capita,M0star,PAK,spatial_block=South America,geography,0.0
per_capita,M0star,PHL,spatial_block=South America,geography,0.0
per_capita,M0star,QAT,spatial_block=South America,geography,0.0
per_capita,M0star,SAU,spatial_block=South America,geography,0.0
per_capita,M0star,KOR,spatial_block=South America,geography,0.0
per_capita,M0star,LKA,spatial_block=South America,geography,0.0
per_capita,M0star,SYR,spatial_block=South America,geography,0.0
per_capita,M0star,TWN,spatial_block=South America,geography,0.0
per_capita,M0star,TJK,spatial_block=South America,geography,0.0
per_capita,M0star,THA,spatial_block=South America,geography,0.0
per_capita,M0star,TUR,spatial_block=South America,geography,0.0
per_capita,M0star,TKM,spatial_block=South America,geography,0.0
per_capita,M0star,ARE,spatial_block=South America,geography,0.0
per_capita,M0star,UZB,spatial_block=South America,geography,0.0
per_capita,M0star,VNM,spatial_block=South America,geography,0.0
per_capita,M0star,YEM,spatial_block=South America,geography,0.0
per_capita,M0star,ALB,spatial_block=South America,geography,0.0
per_capita,M0star,AUT,spatial_block=South America,geography,0.0
per_capita,M0star,BLR,spatial_block=South America,geography,0.0
per_capita,M0star,BEL,spatial_block=South America,geography,0.0
per_capita,M0star,BIH,spatial_block=South America,geography,0.0
per_capita,M0star,BGR,spatial_block=South America,geography,0.0
per_capita,M0star,HRV,spatial_block=South America,geography,0.0
per_capita,M0star,CYP,spatial_block=South America,geography,0.0
per_capita,M0star,CZE,spatial_block=South America,geography,0.0
per_capita,M0star,DNK,spatial_block=South America,geography,0.0
per_capita,M0star,EST,spatial_block=South America,geography,0.0
per_capita,M0star,FIN,spatial_block=South America,geography,0.0
per_capita,M0star,FRA,spatial_block=South America,geography,0.0
per_capita,M0star,DEU,spatial_block=South America,geography,0.0
per_capita,M0star,GRC,spatial_block=South America,geography,0.0
per_capita,M0star,HUN,spatial_block=South America,geography,0.0
per_capita,M0star,ISL,spatial_block=South America,geography,0.0
per_capita,M0star,IRL,spatial_block=South America,geography,0.0
per_capita,M0star,ITA,spatial_block=South America,geography,0.0
per_capita,M0star,LVA,spatial_block=South America,geography,0.0
per_capita,M0star,LTU,spatial_block=South America,geography,0.0
per_capita,M0star,MKD,spatial_block=South America,geography,0.0
per_capita,M0star,MDA,spatial_block=South America,geography,0.0
per_capita,M0star,MNE,spatial_block=South America,geography,0.0
per_capita,M0star,NLD,spatial_block=South America,geography,0.0
per_capita,M0star,NOR,spatial_block=South America,geography,0.0
per_capita,M0star,POL,spatial_block=South America,geography,0.0
per_capita,M0star,PRT,spatial_block=South America,geography,0.0
per_capita,M0star,ROU,spatial_block=South America,geography,0.0
per_capita,M0star,RUS,spatial_block=South America,geography,0.0
per_capita,M0star,SRB,spatial_block=South America,geography,0.0
per_capita,M0star,SVK,spatial_block=South America,geography,0.0
per_capita,M0star,SVN,spatial_block=South America,geography,0.0
per_capita,M0star,ESP,spatial_block=South America,geography,0.0
per_capita,M0star,SWE,spatial_block=South America,geography,0.0
per_capita,M0star,CHE,spatial_block=South America,geography,0.0
per_capita,M0star,UKR,spatial_block=South America,geography,0.0
per_capita,M0star,GBR,spatial_block=South America,geography,0.0
per_capita,M0star,BHS,spatial_block=South America,geography,0.0
per_capita,M0star,CAN,spatial_block=South America,geography,0.0
per_capita,M0star,CRI,spatial_block=South America,geography,0.0
per_capita,M0star,CUB,spatial_block=South America,geography,0.0
per_capita,M0star,DOM,spatial_block=South America,geography,0.0
per_capita,M0star,SLV,spatial_block=South America,geography,0.0
per_capita,M0star,GTM,spatial_block=South America,geography,0.0
per_capita,M0star,HTI,spatial_block=South America,geography,0.0
per_capita,M0star,HND,spatial_block=South America,geography,0.0
per_capita,M0star,JAM,spatial_block=South America,geography,0.0
per_capita,M0star,MEX,spatial_block=South America,geography,0.0
per_capita,M0star,NIC,spatial_block=South America,geography,0.0
per_capita,M0star,PAN,spatial_block=South America,geography,0.0
per_capita,M0star,USA,spatial_block=South America,geography,0.0
per_capita,M0star,AUS,spatial_block=South America,geography,0.0
per_capita,M0star,NZL,spatial_block=South America,geography,0.0
per_capita,M0star,PNG,spatial_block=South America,geography,0.0
per_capita,M0star,ARG,spatial_block=South America,geography,1.0
per_capita,M0star,BOL,spatial_block=South America,geography,1.0
per_capita,M0star,BRA,spatial_block=South America,geography,1.0
per_capita,M0star,CHL,spatial_block=South America,geography,1.0
per_capita,M0star,COL,spatial_block=South America,geography,1.0
per_capita,M0star,ECU,spatial_block=South America,geography,1.0
per_capita,M0star,PRY,spatial_block=South America,geography,1.0
per_capita,M0star,PER,spatial_block=South America,geography,1.0
per_capita,M0star,SUR,spatial_block=South America,geography,1.0
per_capita,M0star,URY,spatial_block=South America,geography,1.0
per_capita,M0star,VEN,spatial_block=South America,geography,1.0
per_capita,M0star,DZA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,AGO,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BEN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BWA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BFA,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,BDI,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,CMR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CAF,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,TCD,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,COG,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,COD,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,CIV,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,DJI,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,EGY,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GNQ,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ERI,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,ETH,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,GAB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GHA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GIN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GNB,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,KEN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LSO,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LBR,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,LBY,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MDG,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,MWI,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,MLI,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,MRT,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MAR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MOZ,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,NAM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NER,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,NGA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,RWA,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,SEN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SLE,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,SOM,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,ZAF,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SDN,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,SWZ,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,TZA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,TGO,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,TUN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,UGA,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,ZMB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ZWE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,AFG,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,ARM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,AZE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BGD,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MMR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,KHM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CHN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GEO,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,IND,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,IDN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,IRN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,IRQ,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ISR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,JPN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,JOR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,KAZ,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LAO,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LBN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MYS,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MNG,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NPL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,OMN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PAK,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PHL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,QAT,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SAU,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,KOR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LKA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SYR,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,TWN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,TJK,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,THA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,TUR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,TKM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ARE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,UZB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,VNM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,YEM,income_group=Low-income countries,socioeconomic,1.0
per_capita,M0star,ALB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,AUT,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BLR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BEL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BIH,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BGR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,HRV,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CYP,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CZE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,DNK,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,EST,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,FIN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,FRA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,DEU,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GRC,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,HUN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ISL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,IRL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ITA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LVA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,LTU,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MKD,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MDA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MNE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NLD,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NOR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,POL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PRT,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ROU,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,RUS,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SRB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SVK,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SVN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ESP,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SWE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CHE,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,UKR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GBR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BHS,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CAN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CRI,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CUB,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,DOM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SLV,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,GTM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,HTI,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,HND,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,JAM,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,MEX,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NIC,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PAN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,USA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,AUS,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,NZL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PNG,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ARG,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BOL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,BRA,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,CHL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,COL,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,ECU,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PRY,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,PER,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,SUR,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,URY,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,VEN,income_group=Low-income countries,socioeconomic,0.0
per_capita,M0star,DZA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,AGO,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,BEN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,BWA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,BFA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,BDI,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,CMR,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,CAF,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TCD,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,COG,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,COD,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,CIV,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,DJI,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,EGY,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,GNQ,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ERI,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ETH,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,GAB,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,GHA,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,GIN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,GNB,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,KEN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,LSO,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,LBR,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,LBY,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,MDG,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,MWI,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,MLI,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,MRT,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,MAR,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,MOZ,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,NAM,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,NER,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,NGA,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,RWA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,SEN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,SLE,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,SOM,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ZAF,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,SDN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,SWZ,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,TZA,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,TGO,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TUN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,UGA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ZMB,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,ZWE,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,AFG,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ARM,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,AZE,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,BGD,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,MMR,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,KHM,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,CHN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,GEO,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,IND,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,IDN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,IRN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,IRQ,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ISR,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,JPN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,JOR,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,KAZ,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,LAO,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,LBN,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,MYS,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,MNG,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,NPL,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,OMN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,PAK,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,PHL,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,QAT,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,SAU,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,KOR,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,LKA,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,SYR,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TWN,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TJK,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,THA,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TUR,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,TKM,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,ARE,income_group=Lower-middle-income countries,socioeconomic,0.0
per_capita,M0star,UZB,income_group=Lower-middle-income countries,socioeconomic,1.0
per_capita,M0star,VNM,income_group=Lower-middle-income countries,socioeconomic,1.0
